ano;sigla_uf;id_municipio;tipo_rebanho;quantidade
2005;MS;5007554;Bovino;587916
2005;MS;5007695;Bovino;238116
2005;MS;5007802;Bovino;276757
2005;MS;5007950;Bovino;178672
2005;MS;5000203;Equino;7195
2005;MS;5000807;Equino;5515
2005;MS;5000906;Equino;1840
2005;MS;5001102;Equino;9969
2005;MS;5002951;Equino;3436
2005;MS;5003157;Equino;1985
2005;MS;5004304;Equino;4710
2005;MS;5004601;Equino;3806
2005;MS;5004908;Equino;3810
2005;MS;5005152;Equino;2048
2005;MS;5005251;Equino;1405
2005;MS;5005681;Equino;1490
2005;MS;5006200;Equino;6390
2005;MS;5006358;Equino;2229
2005;MS;5006606;Equino;6605
2005;MS;5007307;Equino;2221
2005;MS;5007695;Equino;3457
2005;MS;5007703;Equino;2256
2005;MS;5007935;Equino;1497
2005;MS;5008008;Equino;5375
2005;MS;5000203;Caprino;376
2005;MS;5000609;Caprino;469
2005;MS;5000708;Caprino;371
2005;MS;5000807;Caprino;851
2005;MS;5000856;Caprino;210
2005;MS;5000906;Caprino;210
2005;MS;5001003;Caprino;313
2005;MS;5001243;Caprino;190
2005;MS;5002159;Caprino;489
2005;MS;5002209;Caprino;795
2005;MS;5002407;Caprino;410
2005;MS;5003207;Caprino;1762
2005;MS;5003256;Caprino;310
2005;MS;5003504;Caprino;71
2005;MS;5003900;Caprino;292
2005;MS;5004007;Caprino;150
2005;MS;5004304;Caprino;460
2005;MS;5005103;Caprino;180
2005;MS;5005400;Caprino;90
2005;MS;5005707;Caprino;202
2005;MS;5006002;Caprino;672
2005;MS;5006259;Caprino;93
2005;MS;5006309;Caprino;366
2005;MS;5006408;Caprino;331
2005;MS;5006606;Caprino;237
2005;MS;5006903;Caprino;1796
2005;MS;5007406;Caprino;1192
2005;MS;5007554;Caprino;281
2005;MS;5007935;Caprino;435
2005;MS;5000708;Bubalino;174
2005;MS;5001003;Bubalino;263
2005;MS;5002308;Bubalino;224
2005;MS;5002704;Bubalino;360
2005;MS;5002951;Bubalino;132
2005;MS;5006259;Bubalino;121
2005;MS;5006309;Bubalino;444
2005;MS;5006358;Bubalino;200
2005;MS;5006903;Bubalino;249
2005;MS;5007703;Bubalino;45
2005;MS;5007802;Bubalino;245
2005;MS;5007976;Bubalino;33
2005;MS;5008008;Bubalino;80
2005;MS;5003702;Codornas;802
2005;MS;5007109;Codornas;88
2005;MS;5007703;Codornas;40
2005;MS;5000203;Suíno - total;3632
2005;MS;5001102;Suíno - total;5012
2005;MS;5002308;Suíno - total;61378
2005;MS;5002605;Suíno - total;8366
2005;MS;5003108;Suíno - total;2670
2005;MS;5003454;Suíno - total;8640
2005;MS;5004403;Suíno - total;7387
2005;MS;5004502;Suíno - total;62180
2005;MS;5004809;Suíno - total;360
2005;MS;5005152;Suíno - total;4158
2005;MS;5005251;Suíno - total;10285
2005;MS;5005681;Suíno - total;3060
2005;MS;5005806;Suíno - total;8910
2005;MS;5006200;Suíno - total;4422
2005;MS;5006358;Suíno - total;1798
2005;MS;5006606;Suíno - total;14277
2005;MS;5007109;Suíno - total;4365
2005;MS;5007208;Suíno - total;15980
2005;MS;5007505;Suíno - total;2348
2005;MS;5007935;Suíno - total;1801
2005;MS;5008008;Suíno - total;8485
2005;MS;5008404;Suíno - total;12950
2005;MS;5000609;Galináceos - galinhas;38681
2005;MS;5000807;Galináceos - galinhas;12705
2005;MS;5000906;Galináceos - galinhas;6445
2005;MS;5001243;Galináceos - galinhas;16960
2005;MS;5001508;Galináceos - galinhas;34500
2005;MS;5002001;Galináceos - galinhas;11640
2005;MS;5002100;Galináceos - galinhas;21490
2005;MS;5002159;Galináceos - galinhas;15637
2005;MS;5002407;Galináceos - galinhas;8884
2005;MS;5002951;Galináceos - galinhas;35235
2005;MS;5003488;Galináceos - galinhas;15184
2005;MS;5004106;Galináceos - galinhas;17616
2005;MS;5004304;Galináceos - galinhas;8820
2005;MS;5004809;Galináceos - galinhas;6162
2005;MS;5005103;Galináceos - galinhas;12640
2005;MS;5005251;Galináceos - galinhas;26572
2005;MS;5005681;Galináceos - galinhas;10450
2005;MS;5006259;Galináceos - galinhas;27575
2005;MS;5006358;Galináceos - galinhas;10349
2005;MS;5006408;Galináceos - galinhas;18062
2005;MS;5006606;Galináceos - galinhas;31643
2005;MS;5006903;Galináceos - galinhas;13105
2005;MS;5007802;Galináceos - galinhas;7716
2005;MS;5007976;Galináceos - galinhas;5420
2005;MS;5008008;Galináceos - galinhas;678500
2015;MS;5000252;Bovino;354972
2015;MS;5000708;Bovino;291792
2015;MS;5001243;Bovino;38754
2015;MS;5002001;Bovino;169314
2015;MS;5002100;Bovino;444017
2015;MS;5002159;Bovino;175104
2015;MS;5002209;Bovino;375673
2015;MS;5002605;Bovino;575046
2015;MS;5002704;Bovino;555994
2015;MS;5002803;Bovino;288752
2015;MS;5002902;Bovino;274950
2015;MS;5002951;Bovino;141433
2015;MS;5003256;Bovino;200820
2015;MS;5003488;Bovino;216086
2015;MS;5004007;Bovino;70247
2015;MS;5004403;Bovino;479947
2015;MS;5004601;Bovino;198545
2015;MS;5004809;Bovino;40653
2015;MS;5004908;Bovino;196190
2015;MS;5005004;Bovino;196153
2015;MS;5005707;Bovino;209880
2015;MS;5006200;Bovino;420599
2015;MS;5006259;Bovino;75515
2015;MS;5006275;Bovino;266401
2015;MS;5006606;Bovino;153615
2015;MS;5007406;Bovino;595457
2015;MS;5007505;Bovino;148440
2015;MS;5007554;Bovino;541685
2015;MS;5007695;Bovino;232553
2015;MS;5007802;Bovino;192622
2015;MS;5007950;Bovino;193512
2015;MS;5007976;Bovino;72832
2015;MS;5008008;Bovino;289243
2015;MS;5008305;Bovino;635619
2015;MS;5001508;Equino;3325
2015;MS;5002100;Equino;5778
2015;MS;5003157;Equino;1536
2015;MS;5003207;Equino;28190
2015;MS;5003256;Equino;4185
2015;MS;5003306;Equino;6850
2015;MS;5003454;Equino;2290
2015;MS;5003488;Equino;3205
2015;MS;5003504;Equino;425
2015;MS;5003751;Equino;1755
2015;MS;5003900;Equino;5889
2015;MS;5004403;Equino;7156
2015;MS;5004809;Equino;1103
2015;MS;5004908;Equino;3395
2015;MS;5005251;Equino;1030
2015;MS;5005681;Equino;1045
2015;MS;5005806;Equino;6689
2015;MS;5006002;Equino;3380
2015;MS;5006200;Equino;5774
2015;MS;5006259;Equino;1225
2015;MS;5006275;Equino;2866
2015;MS;5006606;Equino;4341
2015;MS;5006903;Equino;8414
2015;MS;5007109;Equino;10860
2015;MS;5007208;Equino;3049
2015;MS;5007935;Equino;1519
2015;MS;5007976;Equino;1388
2015;MS;5000203;Caprino;352
2015;MS;5000252;Caprino;262
2015;MS;5000856;Caprino;314
2015;MS;5001003;Caprino;329
2015;MS;5001904;Caprino;552
2015;MS;5002209;Caprino;785
2015;MS;5002605;Caprino;480
2015;MS;5003108;Caprino;264
2015;MS;5003157;Caprino;177
2015;MS;5003256;Caprino;258
2015;MS;5003454;Caprino;192
2015;MS;5003751;Caprino;156
2015;MS;5004007;Caprino;187
2015;MS;5004403;Caprino;524
2015;MS;5004700;Caprino;115
2015;MS;5004908;Caprino;329
